"id","team_id","customer_id","batch_flag","is_deleted","remark","created_at","updated_at","deleted_at"
"386913409657995265","208","386912783939141632","0","0",,"2019-10-04 16:15:45","2020-05-07 15:16:45",
"386913409687355392","208","386912784144662528","0","0",,"2019-10-04 16:15:45","2020-05-07 15:16:45",
"386913409712521217","208","386912784354377728","0","0",,"2019-10-04 16:15:45","2020-05-07 15:16:45",
"386926064028352512","209","386912780961185793","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064091267073","209","386912781573554177","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064129015808","209","386912781758103553","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064166764545","209","386912781930070017","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064254844928","209","386912782114619393","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064309370881","209","386912782278197249","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064355508224","209","386912782471135233","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064401645569","209","386912782643101697","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064439394304","209","386912782848622592","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064481337345","209","386912783020589056","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064531668992","209","386912783188361216","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064573612033","209","386912783360327680","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064619749376","209","386912783570042880","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064665886721","209","386912783775563776","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064707829760","209","386912783939141632","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064753967105","209","386912784144662528","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"386926064795910144","209","386912784354377728","0","0",,"2019-10-04 17:06:02","2020-05-07 15:16:46",
"387343538923565056","168","385425285559877633","0","0",,"2019-10-05 20:44:56","2020-05-07 15:16:46",
"387343538978091009","168","383564379058077696","0","0",,"2019-10-05 20:44:56","2020-05-07 15:16:46",
"389410428357910528","210","389410286275862529","0","0",,"2019-10-11 13:38:01","2020-05-07 15:35:22",
"389416885589180416","210","389416422118588416","0","0",,"2019-10-11 14:03:40","2020-05-07 15:35:22",
"389428950945390593","210","389419727179956225","0","0",,"2019-10-11 14:51:37","2020-05-07 15:35:22",
"389440173136666624","210","389440046598709249","0","0",,"2019-10-11 15:36:12","2020-05-07 15:35:22",
"389459510375473152","210","389459404716761089","0","0",,"2019-10-11 16:53:03","2020-05-07 15:35:22",
"389459550644985857","168","389459404716761089","0","0",,"2019-10-11 16:53:12","2020-05-07 15:16:46",
"389491860836708352","211","389459404716761089","0","0",,"2019-10-11 19:01:36","2020-05-07 15:16:45",
"389491860895428609","211","389453387530493952","0","0",,"2019-10-11 19:01:36","2020-05-07 15:16:45",
"389491860928983040","211","389453284354809857","0","0",,"2019-10-11 19:01:36","2020-05-07 15:16:45",
"389491860970926081","211","389450823661510657","0","0",,"2019-10-11 19:01:36","2020-05-07 15:16:45",
"389491861008674816","211","389449148007702529","0","0",,"2019-10-11 19:01:36","2020-05-07 15:16:45",
"389794359632277504","214","389459404716761089","0","0",,"2019-10-12 15:03:37","2020-05-07 15:35:22",
"390813294615957505","214","390812457533542400","0","0",,"2019-10-15 10:32:30","2020-05-07 15:35:22",
"390876647762128897","215","390812457533542400","0","0",,"2019-10-15 14:44:14","2020-05-07 15:16:45",
"390876647799877632","215","390171132622536705","0","0",,"2019-10-15 14:44:14","2020-05-07 15:16:45",
"390876647820849153","215","389459404716761089","0","0",,"2019-10-15 14:44:14","2020-05-07 15:16:45",
"390876647841820672","215","389453387530493952","0","0",,"2019-10-15 14:44:14","2020-05-07 15:16:45",
"390876647858597889","215","389453284354809857","0","0",,"2019-10-15 14:44:14","2020-05-07 15:16:45",
"390913410677088256","216","382986087594721280","0","0",,"2019-10-15 17:10:19","2020-05-07 15:16:46",
"390913410723225601","216","384352447490949121","0","0",,"2019-10-15 17:10:19","2020-05-07 15:16:46",
"390913410748391424","216","383933091455959041","0","0",,"2019-10-15 17:10:19","2020-05-07 15:16:46",
"391177169207103488","217","390977606106226688","0","0",,"2019-10-16 10:38:24","2020-05-07 15:35:21",
"391250936654532608","218","383205531575123969","0","0",,"2019-10-16 15:31:32","2020-05-07 15:35:22",
"391251599086129152","219","383205531575123969","0","0",,"2019-10-16 15:34:10","2020-05-07 15:16:45",
"392983671828160513","220","391532495521517569","0","0",,"2019-10-21 10:16:48","2020-05-07 15:35:21",
"393371889916284928","221","391532495521517569","0","0",,"2019-10-22 11:59:27","2020-05-07 15:35:22",
"393371889954033665","221","391517684406489089","0","0",,"2019-10-22 11:59:27","2020-05-07 15:35:22",
"393371889975005184","221","391262425666883585","0","0",,"2019-10-22 11:59:27","2020-05-07 15:35:22",
"393496552781086721","223","391532495521517569","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496552823029760","223","391517684406489089","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496552848195585","223","391262425666883585","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496552869167104","223","390977606106226688","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496552890138625","223","390966210572328961","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496552911110144","223","390812457533542400","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496552936275969","223","390171132622536705","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496552957247488","223","389459404716761089","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496552978219009","223","389453387530493952","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553003384832","223","389453284354809857","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553024356353","223","389450823661510657","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
"393496553045327872","223","389449148007702529","0","0",,"2019-10-22 20:14:49","2020-05-07 15:16:46",
